year_month,sharpe,total_profit,win_rate,num_trades,report
2022-11,9.541666899626023,4263.406489931013,1.0,2,SL1.5_PT3.0
2022-12,2.175053163472446,971.8570005264867,0.6666666666666666,3,SL1.5_PT3.0
2023-01,7.560935753626126,3378.3764305610475,1.0,3,SL1.5_PT3.0
2023-02,0.0,0.0,,0,SL1.5_PT3.0
2023-03,-1.7432650343165292,-778.9254790760095,0.25,4,SL1.5_PT3.0
2023-04,0.10366022223971932,46.317448396970576,1.0,1,SL1.5_PT3.0
2023-05,2.4712253693985557,1104.1926309950006,1.0,1,SL1.5_PT3.0
2023-06,-4.342852714968771,-1940.4729429967915,0.0,2,SL1.5_PT3.0
2023-07,5.196030149790766,2321.689584800264,1.0,1,SL1.5_PT3.0
2023-08,0.0,0.0,,0,SL1.5_PT3.0
2023-09,-4.141442713118741,-1850.478949488373,0.3333333333333333,3,SL1.5_PT3.0
2023-10,-1.8644134619462194,-833.0570053632667,0.0,3,SL1.5_PT3.0
2023-11,-0.41272592046241513,-184.4141475878998,0.0,1,SL1.5_PT3.0
2023-12,-3.1483229435508684,-1406.733290014512,0.0,2,SL1.5_PT3.0
2024-01,0.13481507411928095,60.23805567591137,0.5,2,SL1.5_PT3.0
2024-02,-0.6010710568194431,-268.5704994222913,0.5,2,SL1.5_PT3.0
2024-03,0.6568293001406502,293.4843911923031,1.0,1,SL1.5_PT3.0
2024-04,-3.1731504126017263,-1417.8266968367661,0.0,2,SL1.5_PT3.0
2024-05,-0.3573279882825731,-159.66125,0.0,1,SL1.5_PT3.0
2024-06,-1.7615087674215044,-787.077141771693,0.5,2,SL1.5_PT3.0
2024-07,-2.014166743541088,-899.969749159118,0.0,2,SL1.5_PT3.0
2024-08,-1.0770167534150796,-481.2325,0.0,1,SL1.5_PT3.0
2024-09,-1.56131960783715,-697.6286448618687,0.0,1,SL1.5_PT3.0
2024-10,1.6490208136852103,736.8152874182181,0.25,4,SL1.5_PT3.0
2024-11,4.789975101197945,2140.2561154021932,1.0,1,SL1.5_PT3.0
2024-12,0.3402165071535778,152.0155000000131,1.0,1,SL1.5_PT3.0
2025-01,-0.935064325874846,-417.805332901952,0.0,1,SL1.5_PT3.0
2025-02,-2.412402990399076,-1077.9096224790155,0.5,2,SL1.5_PT3.0
2025-03,0.0,0.0,,0,SL1.5_PT3.0
2025-04,-13.793113870428053,-6163.037528992473,0.0,1,SL1.5_PT3.0
2025-05,5.255613482752143,2348.3126026766495,1.0,1,SL1.5_PT3.0
2025-06,-5.561014852698666,-2484.7720071350946,0.0,2,SL1.5_PT3.0
2025-07,0.2714526853330372,121.29045716356246,1.0,1,SL1.5_PT3.0
2025-08,-2.018287414588605,-901.8109469154076,0.0,1,SL1.5_PT3.0
2025-09,0.0,0.0,,0,SL1.5_PT3.0
2025-10,0.0,0.0,,0,SL1.5_PT3.0
2025-11,-0.25348572557657384,-113.26246230314268,0.5,2,SL1.5_PT3.0
2025-12,-0.7209516288782717,-322.13552263142094,0.0,2,SL1.5_PT3.0
2020-12,-3.750862572394265,-1783.2448869990392,0.0,1,SL1.5_PT3.0
2021-01,0.2798854256312841,133.0638605306051,0.6666666666666666,3,SL1.5_PT3.0
2021-02,-3.4931609766511507,-1660.7277208510234,0.0,1,SL1.5_PT3.0
2021-03,-1.4003210053375572,-665.7442720786181,0.3333333333333333,3,SL1.5_PT3.0
